randomness,layer_name,execution_time,test_accuracy,test_cross_entropy
0,-,17.625418,0.9251999855041504,0.22819159924983978
0,adapter.backbone.conv1,17.433419,0.9251999855041504,0.22819159924983978
0,adapter.backbone.bn1,13.932379,0.9251999855041504,0.22819162905216217
0,adapter.backbone.relu,15.107904,0.9251999855041504,0.22819162905216217
0,adapter.backbone.maxpool,13.967677,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer1.0.conv1,20.730407,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer1.0.bn1,14.886165,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer1.0.relu,14.763128,0.9251999855041504,0.2281915843486786
0,adapter.backbone.layer1.0.conv2,17.628372,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer1.0.bn2,13.80613,0.9251999855041504,0.2281915843486786
0,adapter.backbone.layer1.0.relu,12.868467,0.9251999855041504,0.2281915843486786
0,adapter.backbone.layer1.1.conv1,18.13444,0.9251999855041504,0.2281915843486786
0,adapter.backbone.layer1.1.bn1,12.722235,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer1.1.relu,13.435897,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer1.1.conv2,18.108358,0.9251999855041504,0.22819164395332336
0,adapter.backbone.layer1.1.bn2,14.378367,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer1.1.relu,14.057509,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer2.0.conv1,17.656619,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer2.0.bn1,14.369009,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer2.0.relu,13.256585,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer2.0.conv2,16.347641,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer2.0.bn2,14.75607,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer2.0.downsample.0,13.355146,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer2.0.downsample.1,14.501331,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer2.0.relu,17.795023,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer2.1.conv1,12.694573,0.9251999855041504,0.2281915843486786
0,adapter.backbone.layer2.1.bn1,13.812572,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer2.1.relu,19.046059,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer2.1.conv2,13.068659,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer2.1.bn2,12.670224,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer2.1.relu,17.039981,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer3.0.conv1,12.347656,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer3.0.bn1,13.779274,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer3.0.relu,12.923572,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer3.0.conv2,17.365146,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer3.0.bn2,13.805115,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer3.0.downsample.0,13.220099,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer3.0.downsample.1,18.154113,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer3.0.relu,14.181788,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer3.1.conv1,13.177454,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer3.1.bn1,12.875282,0.9251999855041504,0.22819159924983978
0,adapter.backbone.layer3.1.relu,17.783874,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer3.1.conv2,14.690046,0.9251999855041504,0.2281915843486786
0,adapter.backbone.layer3.1.bn2,13.776675,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer3.1.relu,17.686262,0.9251999855041504,0.22819162905216217
0,adapter.backbone.layer4.0.conv1,13.021867,0.9251999855041504,0.22819159924983978
