randomness,layer_name,execution_time,test_accuracy,test_cross_entropy
0,-,28.38106,0.8482999801635742,0.43982645869255066
0,adapter.backbone.0,319.977597,0.8234999775886536,1.3325925622627697e+18
0,adapter.backbone.1,106.280411,0.8482999801635742,0.4398268163204193
0,adapter.backbone.2,92.919735,0.7980999946594238,659160640.0
0,adapter.backbone.3,73.055995,0.8482999801635742,0.43982651829719543
0,adapter.backbone.4,109.495902,0.8482999801635742,0.4398265480995178
0,adapter.backbone.5,36.699233,0.8482999801635742,0.43982651829719543
0,adapter.backbone.6,111.007243,0.8482999801635742,0.43982645869255066
0,adapter.backbone.7,101.034089,0.8087000250816345,1.55086088180542
0,adapter.backbone.8,56.803146,0.8482999801635742,0.4398265480995178
0,adapter.backbone.9,66.362936,0.8482999801635742,0.43982651829719543
0,adapter.backbone.10,35.528129,0.8482999801635742,0.4398265480995178
0,adapter.backbone.11,44.033291,0.8398000001907349,712.0725708007812
0,adapter.backbone.12,53.457491,0.847599983215332,0.4399530291557312
0,adapter.backbone.13,37.580546,0.8482999801635742,0.43982645869255066
0,adapter.backbone.14,54.932933,0.8482999801635742,0.43982651829719543
0,adapter.backbone.15,27.608214,0.7475000023841858,0.7203948497772217
0,adapter.backbone.16,29.042762,0.8421000242233276,3.333344390671237e+17
0,adapter.backbone.17,26.847741,0.8482999801635742,0.43982645869255066
0,adapter.backbone.18,31.316495,0.8481000065803528,0.44059160351753235
0,adapter.backbone.19,26.655553,0.8482999801635742,0.43982651829719543
0,adapter.backbone.20,25.392994,0.8482999801635742,0.43982651829719543
0,adapter.head.0,24.268797,0.8478000164031982,16985744.0
1e-07,adapter.backbone.0,207.161035,0.8482999801635742,0.4398265480995178
1e-07,adapter.backbone.1,274.264454,0.8255000114440918,0.5040581822395325
1e-07,adapter.backbone.2,81.36361,0.8482999801635742,0.4398268461227417
1e-07,adapter.backbone.3,123.29333,0.8482999801635742,0.43982669711112976
1e-07,adapter.backbone.4,145.658989,0.7890999913215637,5981.2998046875
1e-07,adapter.backbone.5,30.606428,0.8482999801635742,0.4398263096809387
1e-07,adapter.backbone.6,50.463484,0.8485000133514404,0.43999814987182617
1e-07,adapter.backbone.7,45.080252,0.8483999967575073,0.4398251473903656
1e-07,adapter.backbone.8,91.464609,0.8440999984741211,1.0673569256177664e+17
1e-07,adapter.backbone.9,91.343438,0.8482999801635742,0.43983331322669983
1e-07,adapter.backbone.10,30.664509,0.8482999801635742,0.43982651829719543
1e-07,adapter.backbone.11,51.586803,0.8482999801635742,0.4398268461227417
1e-07,adapter.backbone.12,39.917738,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.13,50.512916,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.14,32.402061,0.8482999801635742,0.43982651829719543
1e-07,adapter.backbone.15,27.361462,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.16,29.846806,0.8234000205993652,0.5012045502662659
1e-07,adapter.backbone.17,29.366587,0.8483999967575073,0.4398155212402344
1e-07,adapter.backbone.18,31.221287,0.8482999801635742,0.43981626629829407
1e-07,adapter.backbone.19,24.148617,0.8482000231742859,0.44023096561431885
1e-07,adapter.backbone.20,23.36376,0.8481000065803528,0.43986776471138
1e-07,adapter.head.0,25.531607,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.0,136.750904,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.1,178.621351,0.8482999801635742,0.4398266077041626
2e-07,adapter.backbone.2,93.264176,0.7973999977111816,nan
2e-07,adapter.backbone.3,170.121449,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.4,192.019403,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.5,30.583145,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.6,88.473887,0.8352000117301941,6.136296272277832
2e-07,adapter.backbone.7,92.730284,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.8,58.216512,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.9,100.579772,0.8482999801635742,0.43982407450675964
2e-07,adapter.backbone.10,37.807332,0.817799985408783,134315376.0
2e-07,adapter.backbone.11,52.150389,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.12,27.737588,0.8482999801635742,0.43982696533203125
2e-07,adapter.backbone.13,60.450779,0.847100019454956,0.45007696747779846
2e-07,adapter.backbone.14,29.932962,0.574400007724762,1.0041156963730869e+34
2e-07,adapter.backbone.15,27.405619,0.8482999801635742,0.43982774019241333
2e-07,adapter.backbone.16,28.010886,0.8483999967575073,0.43983519077301025
2e-07,adapter.backbone.17,30.218638,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.18,29.753486,0.8457000255584717,22443860.0
2e-07,adapter.backbone.19,27.966999,0.8482999801635742,0.4398265480995178
2e-07,adapter.backbone.20,24.487669,0.801800012588501,1984.953369140625
2e-07,adapter.head.0,23.417668,0.8482999801635742,0.43982645869255066
