randomness,layer_name,execution_time,test_iou,test_cross_entropy
0,-,354.263596,0.09574031084775925,0.10112804174423218
0,head.encoder.model.conv_stem,372.582477,0.09574031084775925,0.10112804174423218
0,head.encoder.model.bn1,371.985857,0.09574031084775925,0.10112803429365158
0,head.encoder.model.act1,379.052871,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.0.0.conv_dw,374.04687,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.0.0.bn1,373.680129,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.0.0.act1,374.424722,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.0.0.se,322.5335,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.0.0.conv_pw,373.86629,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.0.0.bn2,372.202815,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.0.0.act2,374.64183,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.1.0.conv_pw,373.510178,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.1.0.bn1,374.787236,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.0.act1,375.99143,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.0.conv_dw,374.14207,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.0.bn2,374.265335,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.0.act2,376.692799,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.1.0.se,373.682685,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.0.conv_pwl,376.461564,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.0.bn3,374.267973,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.1.conv_pw,373.080021,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.1.bn1,372.947119,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.1.1.act1,371.408314,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.1.1.conv_dw,375.247885,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.1.bn2,372.438225,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.1.act2,327.190608,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.1.1.se,375.223247,0.09574034810066223,0.10112803429365158
0,head.encoder.model.blocks.1.1.conv_pwl,370.140895,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.1.1.bn3,376.6132,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.0.conv_pw,373.97008,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.2.0.bn1,375.648709,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.0.act1,374.651283,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.0.conv_dw,374.164161,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.0.bn2,373.766611,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.0.act2,376.078505,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.2.0.se.conv_reduce,374.323015,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.0.se.act1,374.471756,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.0.se.conv_expand,372.457464,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.0.se.gate,375.831827,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.0.conv_pwl,326.146403,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.0.bn3,376.283351,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.1.conv_pw,378.546031,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.1.bn1,380.843093,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.1.act1,380.125506,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.1.conv_dw,380.460798,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.2.1.bn2,381.914091,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.1.act2,379.587211,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.1.se.conv_reduce,380.560509,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.1.se.act1,381.059049,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.2.1.se.conv_expand,327.561331,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.1.se.gate,379.43397,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.1.conv_pwl,381.653817,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.1.bn3,383.896507,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.2.conv_pw,381.641939,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.2.bn1,383.240527,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.2.act1,381.514857,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.2.conv_dw,380.713338,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.2.2.bn2,382.352772,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.2.2.act2,380.955734,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.2.2.se.conv_reduce,382.501324,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.2.se.act1,383.055004,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.2.se.conv_expand,382.398342,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.2.2.se.gate,381.671358,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.2.2.conv_pwl,380.808294,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.2.2.bn3,379.971318,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.3.0.conv_pw,382.191234,0.09574031084775925,0.10112805664539337
0,head.encoder.model.blocks.3.0.bn1,381.907982,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.3.0.act1,380.268059,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.0.conv_dw,380.590183,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.0.bn2,380.303923,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.0.act2,380.85049,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.0.se,381.099077,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.3.0.conv_pwl,381.819175,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.3.0.bn3,381.618658,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.1.conv_pw,378.772742,0.09574031084775925,0.10112803429365158
0,head.encoder.model.blocks.3.1.bn1,379.060421,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.1.act1,380.422199,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.1.conv_dw,381.713218,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.1.bn2,381.686468,0.09574031084775925,0.10112804919481277
0,head.encoder.model.blocks.3.1.act2,379.554854,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.1.se,378.143102,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.1.conv_pwl,332.173626,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.1.bn3,378.645397,0.09574031084775925,0.10112804174423218
0,head.encoder.model.blocks.3.2.conv_pw,378.050655,0.09574031084775925,0.10112804174423218
