randomness,layer_name,execution_time,test_accuracy,test_cross_entropy
0,-,28.324776,0.8482999801635742,0.43982645869255066
0,adapter.backbone.0,22.993508,0.8482999801635742,0.43982645869255066
0,adapter.backbone.1,26.068188,0.8482999801635742,0.43982645869255066
0,adapter.backbone.2,24.841159,0.8482999801635742,0.43982645869255066
0,adapter.backbone.3,23.885326,0.8482999801635742,0.43982645869255066
0,adapter.backbone.4,23.658259,0.8482999801635742,0.43982645869255066
0,adapter.backbone.5,23.641347,0.8482999801635742,0.43982645869255066
0,adapter.backbone.6,24.227586,0.8482999801635742,0.43982645869255066
0,adapter.backbone.7,23.582788,0.8482999801635742,0.43982645869255066
0,adapter.backbone.8,23.797298,0.8482999801635742,0.43982645869255066
0,adapter.backbone.9,22.600682,0.8482999801635742,0.43982645869255066
0,adapter.backbone.10,23.064301,0.8482999801635742,0.43982645869255066
0,adapter.backbone.11,24.256935,0.8482999801635742,0.43982645869255066
0,adapter.backbone.12,24.617144,0.8482999801635742,0.43982651829719543
0,adapter.backbone.13,23.129212,0.8482999801635742,0.43982645869255066
0,adapter.backbone.14,24.006231,0.8482999801635742,0.43982645869255066
0,adapter.backbone.15,22.639338,0.8482999801635742,0.43982645869255066
0,adapter.backbone.16,23.704016,0.8482999801635742,0.43982645869255066
0,adapter.backbone.17,23.850868,0.8482999801635742,0.43982645869255066
0,adapter.backbone.18,24.348841,0.8482999801635742,0.43982645869255066
0,adapter.backbone.19,23.877105,0.8482999801635742,0.43982645869255066
0,adapter.backbone.20,24.271096,0.8482999801635742,0.43982645869255066
0,adapter.head.0,24.048493,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.0,23.780847,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.1,23.729708,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.2,24.129966,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.3,22.912226,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.4,25.700045,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.5,24.667223,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.6,24.826174,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.7,22.677384,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.8,24.710662,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.9,24.009235,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.10,25.007778,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.11,24.238197,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.12,25.44391,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.13,23.936342,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.14,24.117825,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.15,22.188809,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.16,23.283659,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.17,22.424326,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.18,23.403203,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.19,22.181743,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.20,22.759769,0.8482999801635742,0.43982645869255066
1e-07,adapter.head.0,22.056129,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.0,24.772578,0.8482999801635742,0.43982645869255066
