randomness,layer_name,execution_time,test_accuracy,test_cross_entropy
0,-,25.736007,0.8482999801635742,0.43982645869255066
0,adapter.backbone.0,26.397561,0.8482999801635742,0.43982651829719543
0,adapter.backbone.1,22.781066,0.8482999801635742,0.43982651829719543
0,adapter.backbone.2,25.10156,0.8482999801635742,0.43982651829719543
0,adapter.backbone.3,22.506348,0.8482999801635742,0.43982645869255066
0,adapter.backbone.4,24.846994,0.8482999801635742,0.43982645869255066
0,adapter.backbone.5,21.89176,0.8482999801635742,0.43982645869255066
0,adapter.backbone.6,27.53911,0.8482999801635742,0.43982651829719543
0,adapter.backbone.7,23.604125,0.8482999801635742,0.43982651829719543
0,adapter.backbone.8,27.578118,0.8482999801635742,0.43982645869255066
0,adapter.backbone.9,21.230271,0.8482999801635742,0.43982645869255066
0,adapter.backbone.10,25.950492,0.8482999801635742,0.43982645869255066
0,adapter.backbone.11,21.311087,0.8482999801635742,0.4398265480995178
0,adapter.backbone.12,24.986728,0.8482999801635742,0.4398265480995178
0,adapter.backbone.13,21.896926,0.8482999801635742,0.43982645869255066
0,adapter.backbone.14,25.394203,0.8482999801635742,0.43982645869255066
0,adapter.backbone.15,21.566916,0.8482999801635742,0.43982645869255066
0,adapter.backbone.16,26.547164,0.8482999801635742,0.43982645869255066
0,adapter.backbone.17,21.143709,0.8482999801635742,0.43982645869255066
0,adapter.backbone.18,27.224664,0.8482999801635742,0.43982645869255066
0,adapter.backbone.19,20.785328,0.8482999801635742,0.43982645869255066
0,adapter.backbone.20,27.66357,0.8482999801635742,0.43982645869255066
0,adapter.head.0,22.634379,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.0,29.232747,0.8482999801635742,0.43982651829719543
1e-07,adapter.backbone.1,24.587741,0.8482999801635742,0.43982529640197754
1e-07,adapter.backbone.2,28.785232,0.8482999801635742,0.43982651829719543
1e-07,adapter.backbone.3,23.955804,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.4,27.259618,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.5,25.985737,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.6,23.309145,0.8482999801635742,0.43982651829719543
1e-07,adapter.backbone.7,25.824774,0.8482999801635742,0.43982651829719543
1e-07,adapter.backbone.8,23.591642,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.9,25.488797,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.10,23.334938,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.11,25.058653,0.8482999801635742,0.4398265480995178
1e-07,adapter.backbone.12,22.966854,0.8482999801635742,0.4398265480995178
1e-07,adapter.backbone.13,26.63616,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.14,22.738751,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.15,25.503955,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.16,22.211958,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.17,23.637259,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.18,23.188823,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.19,25.373204,0.8482999801635742,0.43982645869255066
1e-07,adapter.backbone.20,21.632585,0.8482999801635742,0.43982645869255066
1e-07,adapter.head.0,24.775497,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.0,25.441352,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.1,25.115646,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.2,25.822883,0.8482999801635742,0.4398270547389984
2e-07,adapter.backbone.3,25.733286,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.4,22.732349,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.5,22.956829,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.6,21.74936,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.7,20.410121,0.8482999801635742,0.43982651829719543
2e-07,adapter.backbone.8,24.574759,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.9,22.723412,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.10,23.649762,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.11,20.266318,0.8482999801635742,0.4398265480995178
2e-07,adapter.backbone.12,22.175923,0.8482999801635742,0.4398265480995178
2e-07,adapter.backbone.13,19.609504,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.14,21.369453,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.15,24.970248,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.16,18.967462,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.17,23.978579,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.18,19.3886,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.19,20.38802,0.8482999801635742,0.43982645869255066
2e-07,adapter.backbone.20,24.494272,0.8482999801635742,0.43982645869255066
2e-07,adapter.head.0,19.30772,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.0,27.969829,0.8482999801635742,0.43982651829719543
3e-07,adapter.backbone.1,22.729495,0.8482999801635742,0.43982651829719543
3e-07,adapter.backbone.2,25.872292,0.8482999801635742,0.43982651829719543
3e-07,adapter.backbone.3,22.891548,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.4,22.133975,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.5,27.290797,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.6,22.108457,0.8482999801635742,0.43982651829719543
3e-07,adapter.backbone.7,26.316221,0.8482999801635742,0.43982651829719543
3e-07,adapter.backbone.8,23.861988,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.9,24.967536,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.10,20.710957,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.11,22.775488,0.8482999801635742,0.4398265480995178
3e-07,adapter.backbone.12,25.303473,0.8482999801635742,0.4398265480995178
3e-07,adapter.backbone.13,20.571974,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.14,23.276973,0.8485000133514404,0.44083476066589355
3e-07,adapter.backbone.15,20.633705,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.16,24.367733,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.17,22.90507,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.18,23.920329,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.19,22.810089,0.8482999801635742,0.43982645869255066
3e-07,adapter.backbone.20,21.063837,0.8482999801635742,0.43982645869255066
3e-07,adapter.head.0,25.496321,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.0,26.386722,0.8482999801635742,0.4398256838321686
4e-07,adapter.backbone.1,25.759952,0.8482999801635742,0.43982651829719543
4e-07,adapter.backbone.2,23.898531,0.8482999801635742,0.43982651829719543
4e-07,adapter.backbone.3,22.880754,0.8438000082969666,0.4532224237918854
4e-07,adapter.backbone.4,26.449079,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.5,24.825129,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.6,21.591576,0.8482999801635742,0.43982651829719543
4e-07,adapter.backbone.7,25.86153,0.8482999801635742,0.4398265480995178
4e-07,adapter.backbone.8,27.296525,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.9,23.996411,0.8485000133514404,0.4398183226585388
4e-07,adapter.backbone.10,24.752882,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.11,23.949985,0.8482999801635742,0.4398265480995178
4e-07,adapter.backbone.12,25.723342,0.8482999801635742,0.4398265480995178
4e-07,adapter.backbone.13,23.741038,0.8481000065803528,0.4405013620853424
4e-07,adapter.backbone.14,25.139173,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.15,25.830404,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.16,25.053972,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.17,24.023327,0.8482999801635742,0.4398266077041626
4e-07,adapter.backbone.18,24.49736,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.19,24.575788,0.8482999801635742,0.43982645869255066
4e-07,adapter.backbone.20,22.834912,0.8482999801635742,0.43982645869255066
4e-07,adapter.head.0,25.976366,0.8482999801635742,0.43982645869255066
5e-07,adapter.backbone.0,26.49586,0.8482999801635742,0.43982651829719543
5e-07,adapter.backbone.1,25.620865,0.8431000113487244,0.45235133171081543
5e-07,adapter.backbone.2,25.180808,0.8482999801635742,0.43982651829719543
5e-07,adapter.backbone.3,23.496015,0.8482999801635742,0.43982645869255066
5e-07,adapter.backbone.4,25.082377,0.8482999801635742,0.43982651829719543
5e-07,adapter.backbone.5,22.932497,0.8482999801635742,0.43982645869255066
5e-07,adapter.backbone.6,22.650479,0.8482999801635742,0.43982651829719543
5e-07,adapter.backbone.7,27.20903,0.8482999801635742,0.43982651829719543
5e-07,adapter.backbone.8,22.484659,0.8482999801635742,0.43982645869255066
5e-07,adapter.backbone.9,27.470479,0.8485000133514404,0.4398173689842224
5e-07,adapter.backbone.10,23.730938,0.8482999801635742,0.43982645869255066
