,randomness,layer_name,execution_time,test_accuracy,test_cross_entropy
7,0.0,adapter.backbone.layer1.0.relu,17.166088,0.9251999855041504,0.2281915992498397
10,0.0,adapter.backbone.layer1.0.relu,21.510152,0.9251999855041504,0.2281915992498397
67,1e-07,adapter.backbone.layer1.0.relu,18.220029,0.9251999855041504,0.2281915992498397
70,1e-07,adapter.backbone.layer1.0.relu,18.080179,0.9251999855041504,0.2281915992498397
127,2e-07,adapter.backbone.layer1.0.relu,16.362249,0.9251999855041504,0.2281915992498397
130,2e-07,adapter.backbone.layer1.0.relu,17.758569,0.9251999855041504,0.2281915992498397
187,3e-07,adapter.backbone.layer1.0.relu,17.192061,0.9251999855041504,0.2281915992498397
190,3e-07,adapter.backbone.layer1.0.relu,17.95604,0.9251999855041504,0.2281915992498397
247,4e-07,adapter.backbone.layer1.0.relu,18.065864,0.9251999855041504,0.2281915992498397
250,4e-07,adapter.backbone.layer1.0.relu,18.359468,0.9251999855041504,0.2281915992498397
307,5e-07,adapter.backbone.layer1.0.relu,16.374454,0.9251999855041504,0.2281915992498397
310,5e-07,adapter.backbone.layer1.0.relu,18.023521,0.9251999855041504,0.2281915992498397
367,6e-07,adapter.backbone.layer1.0.relu,18.177175,0.9251999855041504,0.2281915992498397
370,6e-07,adapter.backbone.layer1.0.relu,16.725272,0.9251999855041504,0.2281915992498397
427,7e-07,adapter.backbone.layer1.0.relu,16.617742,0.9251999855041504,0.2281915992498397
430,7e-07,adapter.backbone.layer1.0.relu,16.263638,0.9251999855041504,0.2281915992498397
487,8e-07,adapter.backbone.layer1.0.relu,18.015842,0.9251999855041504,0.2281915992498397
490,8e-07,adapter.backbone.layer1.0.relu,16.751438,0.9251999855041504,0.2281915992498397
547,9e-07,adapter.backbone.layer1.0.relu,17.898133,0.9251999855041504,0.2281914055347442
550,9e-07,adapter.backbone.layer1.0.relu,19.057823,0.9251999855041504,0.2281915992498397
607,1e-06,adapter.backbone.layer1.0.relu,17.770909,0.9251999855041504,0.2281915992498397
610,1e-06,adapter.backbone.layer1.0.relu,17.957556,0.9236999750137328,473.462646484375
667,2e-06,adapter.backbone.layer1.0.relu,17.687796,0.9251999855041504,0.2281915992498397
670,2e-06,adapter.backbone.layer1.0.relu,18.173837,0.9251999855041504,0.2281915992498397
727,3e-06,adapter.backbone.layer1.0.relu,18.185761,0.9251999855041504,0.2281918674707412
