randomness,layer_name,execution_time,test_acc,test_acc_epoch,test_loss,test_loss_epoch
0,-,32.275912,0.5833333134651184,0.5833333134651184,1.36490797996521,1.36490797996521
0,sequential.2,41.478913,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
0,sequential.6,39.055697,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
1e-07,sequential.2,42.725136,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
1e-07,sequential.6,41.496965,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
2e-07,sequential.2,38.96326,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
2e-07,sequential.6,42.525715,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
3e-07,sequential.2,46.76445,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
3e-07,sequential.6,48.447308,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
4e-07,sequential.2,53.183946,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
4e-07,sequential.6,51.877867,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
5e-07,sequential.2,47.113848,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
5e-07,sequential.6,47.028145,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
6e-07,sequential.2,47.124401,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
6e-07,sequential.6,47.728412,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
7e-07,sequential.2,47.395705,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
7e-07,sequential.6,50.49733,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
8e-07,sequential.2,46.756859,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
8e-07,sequential.6,49.143198,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
9e-07,sequential.2,50.357597,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
9e-07,sequential.6,54.167653,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
1e-06,sequential.2,46.687825,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
1e-06,sequential.6,47.694345,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
2e-06,sequential.2,47.701994,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
2e-06,sequential.6,49.386033,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
3e-06,sequential.2,47.110372,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
3e-06,sequential.6,48.439226,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
4e-06,sequential.2,48.559313,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
4e-06,sequential.6,47.0173,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
4.9999999999999996e-06,sequential.2,47.669431,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
4.9999999999999996e-06,sequential.6,48.14201,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
6e-06,sequential.2,52.088458,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
6e-06,sequential.6,51.394823,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
7e-06,sequential.2,47.194758,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
7e-06,sequential.6,48.35119,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
8e-06,sequential.2,49.431548,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
8e-06,sequential.6,51.453689,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
9e-06,sequential.2,52.310324,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
9e-06,sequential.6,53.659355,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
1e-05,sequential.2,54.957193,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
1e-05,sequential.6,54.60863,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
2e-05,sequential.2,55.241231,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
2e-05,sequential.6,56.802778,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
3.0000000000000004e-05,sequential.2,50.504272,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
3.0000000000000004e-05,sequential.6,56.957447,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
4e-05,sequential.2,57.775777,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
4e-05,sequential.6,54.624974,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
5e-05,sequential.2,51.78322,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
5e-05,sequential.6,53.566483,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
6.000000000000001e-05,sequential.2,47.585033,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
6.000000000000001e-05,sequential.6,49.007819,0.5833333134651184,0.5833333134651184,1.3649044036865234,1.3649044036865234
7.000000000000001e-05,sequential.2,47.813243,0.5833333134651184,0.5833333134651184,1.3649086952209473,1.3649086952209473
